"p","s_count","o_count","t","card","inverseCard"
"http://dbpedia.org/property/junHumidity",2272,392,2292,1,5
"http://dbpedia.org/property/junMeanC",4260,403,4391,1,10
"http://dbpedia.org/property/justiceStart",46,94,100,2,1
"http://dbpedia.org/property/kcukstd",197,198,200,1,1
"http://dbpedia.org/property/killed",40,38,44,1,1
"http://dbpedia.org/property/lactose",6,4,6,1,1
"http://dbpedia.org/property/landingSite",267,86,355,1,4
"http://dbpedia.org/property/langSi",1,1,1,1,1
"http://dbpedia.org/property/largestcounty",8,8,8,1,1
"http://dbpedia.org/property/last",22074,32121,97320,4,3
"http://dbpedia.org/property/lastAired(1stShowing)_",1,1,1,1,1
"http://dbpedia.org/property/lastBuschWin",110,32,110,1,3
"http://dbpedia.org/property/lastSighted",11,12,12,1,1
"http://dbpedia.org/property/lat4Dir",33,2,33,1,16
"http://dbpedia.org/property/lat5Deg",89,75,99,1,1
"http://dbpedia.org/property/laterwork",4560,4613,5943,1,1
"http://dbpedia.org/property/latestReleaseDate",4014,2333,4069,1,1
"http://dbpedia.org/property/launch",4261,2872,4926,1,1
"http://dbpedia.org/property/launchMass",68,65,88,1,1
"http://dbpedia.org/property/launchVehicle",126,88,148,1,1
"http://dbpedia.org/property/leader1Name",1362,1740,1887,1,1
"http://dbpedia.org/property/leader1Title",1472,296,1474,1,4
"http://dbpedia.org/property/leaderTitle",50872,5845,73736,1,12
"http://dbpedia.org/property/leagueChamps",672,302,773,1,2
"http://dbpedia.org/property/legalEu",3,1,3,1,3
"http://dbpedia.org/property/length",152600,16663,791004,5,47
"http://dbpedia.org/property/licence",14906,834,14925,1,17
"http://dbpedia.org/property/lieutenancyWales",1116,28,1117,1,39
"http://dbpedia.org/property/liftToDrag",72,54,73,1,1
"http://dbpedia.org/property/link2Name",2483,194,2483,1,12
"http://dbpedia.org/property/listclass",237,2,237,1,118
"http://dbpedia.org/property/liststyle",288,26,288,1,11
"http://dbpedia.org/property/lived",23,25,25,1,1
"http://dbpedia.org/property/locationCountry",25060,800,25401,1,31
"http://dbpedia.org/property/logoImage",694,359,695,1,1
"http://dbpedia.org/property/lonHem",1030,3,1030,1,343
"http://dbpedia.org/property/longd",331079,28502,331179,1,11
"http://dbpedia.org/property/longitude",84228,61907,87550,1,1
"http://dbpedia.org/property/luminosityBolometric",91,101,108,1,1
"http://dbpedia.org/property/mainSettlement",76,71,76,1,1
"http://dbpedia.org/property/mainStars",1,1,1,1,1
"http://dbpedia.org/property/manpowerAge",102,9,102,1,11
"http://dbpedia.org/property/map1char",152,161,243,1,1
"http://purl.org/dc/elements/1.1/rights",2658626,1329313,2658626,1,2
"http://dbpedia.org/property/2a",298,898,1405,4,1
"http://dbpedia.org/property/admCityJur",601,526,609,1,1
"http://dbpedia.org/property/aprRecordHighC",3769,411,3847,1,9
"http://dbpedia.org/property/architect",38859,27264,42481,1,1
"http://dbpedia.org/property/area",59799,24952,68562,1,2
"http://dbpedia.org/property/areaMagnitude",2208,83,2208,1,26
"http://dbpedia.org/property/areaRank",2705,640,3258,1,5
"http://dbpedia.org/property/aricns",88,82,91,1,1
"http://dbpedia.org/property/arrondissement",37392,555,37393,1,67
"http://dbpedia.org/property/associate2End",4,4,4,1,1
"http://dbpedia.org/property/associate8Start",2,2,2,1,1
"http://dbpedia.org/property/associationName",95,96,96,1,1
"http://dbpedia.org/property/atcPrefix",4775,129,4776,1,37
"http://dbpedia.org/property/augSun",2634,1180,2711,1,2
"http://dbpedia.org/property/award8pub",17,15,17,1,1
"http://dbpedia.org/property/bar12From",4,4,4,1,1
"http://dbpedia.org/property/bar9From",9,9,9,1,1
"http://dbpedia.org/property/blank1Info",37772,35910,38314,1,1
"http://dbpedia.org/property/blank1Name",41861,251,41877,1,166
"http://dbpedia.org/property/blank3NameSec",3433,197,3689,1,18
"http://dbpedia.org/property/blankName",64669,367,64760,1,176
"http://dbpedia.org/property/br",13245,13103,13246,1,1
"http://dbpedia.org/property/capitalType",52,12,56,1,4
"http://dbpedia.org/property/captionLeft",139,190,227,1,1
"http://dbpedia.org/property/cheight",335,136,492,1,3
"http://dbpedia.org/property/chiefJudge",110,109,110,1,1
"http://dbpedia.org/property/chiefOfStaffStart",10,19,21,2,1
"http://dbpedia.org/property/chiefParty",8,3,8,1,2
"http://dbpedia.org/property/cname",2833,2649,3001,1,1
"http://dbpedia.org/property/composer",14120,10124,19903,1,1
"http://dbpedia.org/property/congress",7563,7506,7621,1,1
"http://dbpedia.org/property/conscription",93,50,97,1,1
"http://dbpedia.org/property/consecrationYear",839,548,854,1,1
"http://dbpedia.org/property/countryHeading",367,24,367,1,15
"http://dbpedia.org/property/4pp",26,106,133,5,1
"http://dbpedia.org/property/acceptance",103,30,104,1,3
"http://dbpedia.org/property/additionalInfo",878,253,908,1,3
"http://dbpedia.org/property/aka",2778,5435,5921,2,1
"http://dbpedia.org/property/amendments",296,434,500,1,1
"http://dbpedia.org/property/appearsIn",1,1,1,1,1
"http://dbpedia.org/property/areaCode",96284,11469,96520,1,8
"http://dbpedia.org/property/areaServed",16954,4658,21863,1,4
"http://dbpedia.org/property/associate2Start",4,4,4,1,1
"http://dbpedia.org/property/associate7Start",2,2,2,1,1
"http://dbpedia.org/property/associated",73,80,101,1,1
"http://dbpedia.org/property/biologicalTarget",29,28,31,1,1
"http://dbpedia.org/property/blank1InfoSec",8990,4421,11476,1,2
"http://dbpedia.org/property/bo",88,136,137,1,1
"http://dbpedia.org/property/bombs",718,435,736,1,1
"http://dbpedia.org/property/broadcastArea",2960,1202,4946,1,4
"http://dbpedia.org/property/calories",134,109,137,1,1
"http://dbpedia.org/property/capitalLatS",57,17,57,1,3
"http://dbpedia.org/property/capitalLongM",65,40,65,1,1
"http://dbpedia.org/property/carbG",13,12,13,1,1
"http://dbpedia.org/property/catches/stumpings",12807,559,22900,1,40
"http://dbpedia.org/property/centered",2,1,2,1,2
"http://dbpedia.org/property/centrosome",1,1,1,1,1
"http://dbpedia.org/property/capitalLongEw",75,2,75,1,37
"http://dbpedia.org/property/captionPosition",2,2,2,1,1
"http://dbpedia.org/property/categoryLocal",488,61,488,1,8
"http://dbpedia.org/property/centrehalfforward",220,242,396,1,1
"http://dbpedia.org/property/citeStatutesAtLarge",143,117,143,1,1
"http://dbpedia.org/property/clearance",229,191,250,1,1
"http://dbpedia.org/property/cloud",5,3,5,1,1
"http://dbpedia.org/property/coatOfArms",1538,1218,1613,1,1
"http://dbpedia.org/property/coordinatesDisplay",267728,223,267754,1,1200
"http://dbpedia.org/property/copyright",99,88,101,1,1
"http://dbpedia.org/property/country/region",381,128,434,1,3
"http://dbpedia.org/property/country3CapitalAndLargestCity",1,1,1,1,1
"http://dbpedia.org/property/crew",12249,562,12639,1,22
"http://dbpedia.org/property/100s/50s",12832,207,18373,1,88
"http://dbpedia.org/property/aSide",2778,2844,2934,1,1
"http://dbpedia.org/property/agricultureEnd",28,41,43,1,1
"http://dbpedia.org/property/airForce",34,32,47,1,1
"http://dbpedia.org/property/anniversaries",834,527,967,1,1
"http://dbpedia.org/property/areaLandImperial",2515,972,2517,1,2
"http://dbpedia.org/property/articles",70,90,99,1,1
"http://dbpedia.org/property/associateEnd",4,4,4,1,1
"http://dbpedia.org/property/athletics",3276,2019,6166,1,3
"http://dbpedia.org/property/augPrecipitationCm",74,43,74,1,1
"http://dbpedia.org/property/availableF",57,57,57,1,1
"http://dbpedia.org/property/award2pub",235,134,241,1,1
"http://dbpedia.org/property/bar10From",7,7,7,1,1
"http://dbpedia.org/property/bar11From",5,5,5,1,1
"http://dbpedia.org/property/bar5From",16,14,16,1,1
"http://dbpedia.org/property/bcsbowl",142,11,160,1,14
"http://dbpedia.org/property/bg",13820,796,18850,1,23
"http://dbpedia.org/property/blank",871,293,1064,1,3
"http://dbpedia.org/property/boxOffice",90,84,91,1,1
"http://dbpedia.org/property/braille",185,101,266,1,2
"http://dbpedia.org/property/brewery",60,52,69,1,1
"http://dbpedia.org/property/candidates",142,210,860,6,4
"http://dbpedia.org/property/startYear",1684,323,1877,1,5
"http://dbpedia.org/property/stat6value",232,183,232,1,1
"http://dbpedia.org/property/stateanthem",15,15,15,1,1
"http://dbpedia.org/property/supersededBy",18,14,21,1,1
"http://dbpedia.org/property/survey",2939,5559,5949,2,1
"http://dbpedia.org/property/tableWidth",44,9,44,1,4
"http://dbpedia.org/property/teams",34939,16893,38740,1,2
"http://dbpedia.org/property/term",43123,6533,56295,1,8
"http://dbpedia.org/property/tournamentFormat",1006,129,1031,1,7
"http://dbpedia.org/property/tradingName",446,468,472,1,1
"http://dbpedia.org/property/trainer",6394,4549,10014,1,2
"http://dbpedia.org/property/transFatG",12,1,12,1,12
"http://dbpedia.org/property/treasuryEnd",43,78,79,1,1
"http://dbpedia.org/property/tributaryLeft",2921,6633,6765,2,1
"http://dbpedia.org/property/turns",464,58,658,1,11
"http://dbpedia.org/property/typeSpecies",14081,14017,14267,1,1
"http://dbpedia.org/property/typicalFailure%25_",30,30,36,1,1
"http://dbpedia.org/property/ukcstd",338,328,340,1,1
"http://dbpedia.org/property/unitof",273,156,285,1,1
"http://dbpedia.org/property/updated",21993,3290,22029,1,6
"http://dbpedia.org/property/upper",230,21,247,1,11
"http://dbpedia.org/property/usefulLoadAlt",287,227,289,1,1
"http://dbpedia.org/property/usnwrNu",213,106,214,1,2
"http://dbpedia.org/property/utc",2167,25,2168,1,86
"http://dbpedia.org/property/vSearch",29,29,29,1,1
"http://dbpedia.org/property/valign",22,6,23,1,3
"http://dbpedia.org/property/valine",30,29,31,1,1
"http://dbpedia.org/property/verlag",320,391,552,1,1
"http://dbpedia.org/property/vicepresident",805,910,1143,1,1
"http://dbpedia.org/property/viceroytype",13,3,13,1,4
"http://dbpedia.org/property/vitdUg",16,4,16,1,4
"http://dbpedia.org/property/votesmart",2861,2853,2910,1,1
"http://dbpedia.org/property/votingSystem",609,154,743,1,4
"http://dbpedia.org/property/wikispecies",302,300,303,1,1
"http://dbpedia.org/property/wiktionaryEntry",34,34,34,1,1
"http://dbpedia.org/property/wing",467,761,1135,2,1
"http://dbpedia.org/property/workingState",653,86,655,1,7
"http://dbpedia.org/property/worldCupBest",364,183,368,1,2
"http://dbpedia.org/property/wsj",50,42,50,1,1
"http://dbpedia.org/property/x",1358,1613,9324,6,5
"http://dbpedia.org/property/yearHumidity",1373,337,1388,1,4
"http://dbpedia.org/property/years",320245,27497,949561,2,34
"http://dbpedia.org/property/youthWing",693,675,726,1,1
"http://dbpedia.org/property/zha",23,36,38,1,1
"http://dbpedia.org/property/cornishName",256,253,256,1,1
"http://dbpedia.org/property/designation1Free2value",874,671,876,1,1
"http://dbpedia.org/property/image2Width",1318,35,1320,1,37
"http://dbpedia.org/property/number",39183,17426,57227,1,3
"http://dbpedia.org/property/onlineServ",760,471,1221,1,2
"http://dbpedia.org/property/ownership",2026,822,2082,1,2
"http://dbpedia.org/property/scriptures",20,20,25,1,1
"http://dbpedia.org/property/steering",92,70,94,1,1
"http://dbpedia.org/property/translitLang1Type",2108,101,5670,2,56
"http://dbpedia.org/property/adultStars",31,4,33,1,8
"http://dbpedia.org/property/advisor",22,22,22,1,1
"http://dbpedia.org/property/allMusic",3227,2013,3305,1,1
"http://dbpedia.org/property/areaPercentage",3016,359,3016,1,8
"http://dbpedia.org/property/blank9Name",3,2,3,1,1
"http://dbpedia.org/property/capti",1,1,1,1,1
"http://dbpedia.org/property/chiefexec",129,136,138,1,1
"http://dbpedia.org/property/decidedate",2832,331,2836,1,8
"http://dbpedia.org/property/draftpick",11164,1464,11402,1,7
"http://dbpedia.org/property/durationEffect",18,14,19,1,1
"http://dbpedia.org/property/eng1Kw",2641,514,2645,1,5
"http://dbpedia.org/property/founder(s)_",71,84,89,1,1
"http://dbpedia.org/property/icd9Mult",2,2,2,1,1
"http://dbpedia.org/property/largestCityWl",2861,2244,2861,1,1
"http://dbpedia.org/property/motives",82,76,86,1,1
"http://dbpedia.org/property/nfldraftround",9,6,9,1,1
"http://dbpedia.org/property/priorActions",458,360,488,1,1
"http://dbpedia.org/property/rotAreaNote",32,25,32,1,1
"http://dbpedia.org/property/shipNamesake",8857,7840,9996,1,1
"http://dbpedia.org/property/shipOwner",4774,5082,8930,1,1
"http://dbpedia.org/property/shipRegistry",2722,1336,4697,1,3
"http://dbpedia.org/property/stat2league",133,15,133,1,8
"http://dbpedia.org/property/stateSenate",3991,61,3994,1,65
"http://dbpedia.org/property/theA",18,15,18,1,1
"http://dbpedia.org/property/writtenIn",21,19,27,1,1
"http://dbpedia.org/property/exports(merchandiseAndCommercial)_",1,1,1,1,1
"http://dbpedia.org/property/creator(s)_",7,10,10,1,1
"http://dbpedia.org/property/postNoms",23,27,39,1,1
"http://dbpedia.org/property/postcodeAreas",30,12,36,1,3
"http://dbpedia.org/property/prayer",37,49,50,1,1
"http://dbpedia.org/property/prayerAttrib",22,22,22,1,1
"http://dbpedia.org/property/pregnancyUs",924,7,924,1,132
"http://dbpedia.org/property/producedAnimated",58,13,58,1,4
"http://dbpedia.org/property/programmer",1337,1774,2107,1,1
"http://dbpedia.org/property/qsEngineering",5,5,5,1,1
"http://dbpedia.org/property/rangeend",258,155,260,1,1
"http://dbpedia.org/property/rels",3461,1596,5236,1,3
"http://dbpedia.org/property/royalName",427,441,454,1,1
"http://dbpedia.org/property/satRadioChan",39,34,43,1,1
"http://dbpedia.org/property/satRadioServ",33,23,42,1,1
"http://dbpedia.org/property/schedule",1787,327,1988,1,6
"http://dbpedia.org/property/services",6239,6020,9553,1,1
"http://dbpedia.org/property/shipBuilder",21385,7381,32257,1,4
"http://dbpedia.org/property/apperances",1,3,3,3,1
"http://dbpedia.org/property/'''name",1,1,1,1,1
"http://dbpedia.org/property/1945DirectionA",1,1,1,1,1
"http://dbpedia.org/property/200pxNickname",1,1,1,1,1
"http://dbpedia.org/property/25Longm",1,1,1,1,1
"http://dbpedia.org/property/2ndUnitDirector",1,1,1,1,1
"http://dbpedia.org/property/2v7Score",1,1,1,1,1
"http://dbpedia.org/property/3d",1,1,1,1,1
"http://dbpedia.org/property/3rdXvCaptain",1,1,1,1,1
"http://dbpedia.org/property/3v7Score",1,1,1,1,1
"http://dbpedia.org/property/4refnat",18,23,39,2,1
"http://dbpedia.org/property/5optionname",4,4,4,1,1
"http://dbpedia.org/property/5v2Score",1,1,1,1,1
"http://dbpedia.org/property/8v2a",1,1,1,1,1
"http://dbpedia.org/property/D",1,1,1,1,1
"http://dbpedia.org/property/Power",1,1,1,1,1
"http://dbpedia.org/property/acreenplay",1,1,1,1,1
"http://dbpedia.org/property/acterBharatPurohitKeyPeople",1,2,2,2,1
"http://dbpedia.org/property/address.",1,1,1,1,1
"http://dbpedia.org/property/adjutantGeneral",22,22,24,1,1
"http://dbpedia.org/property/admissionLabel",12,1,12,1,12
"http://dbpedia.org/property/ageRating",1,1,1,1,1
"http://dbpedia.org/property/aiaw",4,1,4,1,4
"http://dbpedia.org/property/airlines",1,1,1,1,1
"http://dbpedia.org/property/aiwaregionals",1,1,1,1,1
"http://dbpedia.org/property/allArranged",1,1,1,1,1
"http://dbpedia.org/property/alteernalteNames",1,2,2,2,1
"http://dbpedia.org/property/amNc",3,2,3,1,1
"http://dbpedia.org/property/ani",1,9,9,9,1
"http://dbpedia.org/property/architectco",1,1,1,1,1
"http://dbpedia.org/property/archtecture",1,1,1,1,1
"http://dbpedia.org/property/arcitect",1,1,1,1,1
"http://dbpedia.org/property/!%3CImage",1,1,1,1,1
"http://dbpedia.org/property/%3Cbr%3EKeyPeople",1,1,1,1,1
"http://dbpedia.org/property/(screenplay",1,3,3,3,1
"http://dbpedia.org/property/+Image",1,1,1,1,1
"http://dbpedia.org/property/07er,LombaburgerFounded",1,1,1,1,1
"http://dbpedia.org/property/0Body",1,1,1,1,1
"http://dbpedia.org/property/159Industry",1,1,1,1,1
"http://dbpedia.org/property/2v3W/l",2,2,2,1,1
"http://dbpedia.org/property/2v7b",4,1,4,1,4
"http://dbpedia.org/property/3MinSustained",2,1,2,1,2
"http://dbpedia.org/property/3Rightarm",3,3,3,1,1
"http://dbpedia.org/property/3rdseed",1,2,2,2,1
"http://dbpedia.org/property/4BirthDate",1,1,1,1,1
"http://dbpedia.org/property/4w",7,3,7,1,2
"http://dbpedia.org/property/5ps",1,1,1,1,1
"http://dbpedia.org/property/7v2b",4,1,4,1,4
"http://dbpedia.org/property/PlaceOfBirth",1,3,3,3,1
"http://dbpedia.org/property/aWhiteMotorolaV360FlipPhone.Screen",1,1,1,1,1
"http://dbpedia.org/property/academicPositions",1,1,1,1,1
"http://dbpedia.org/property/accw",2,2,2,1,1
"http://dbpedia.org/property/actAverage",1,1,1,1,1
"http://dbpedia.org/property/actingPrincipalAndCeo",1,1,1,1,1
"http://dbpedia.org/property/adamsonBJudo",1,1,1,1,1
"http://dbpedia.org/property/adirector",1,3,3,3,1
"http://dbpedia.org/property/affiliationNo.",2,2,2,1,1
"http://dbpedia.org/property/map2char",114,159,231,2,1
"http://dbpedia.org/property/mapUrl",83,83,83,1,1
"http://dbpedia.org/property/mapsize",94883,116,95672,1,824
"http://dbpedia.org/property/marPercentsun",509,180,511,1,2
"http://dbpedia.org/property/marPrecipitationCm",74,41,74,1,1
"http://dbpedia.org/property/marRainDays",1742,227,1786,1,7
"http://dbpedia.org/property/marRecordHighF",1508,82,1545,1,18
"http://dbpedia.org/property/marRecordLowF",1498,183,1537,1,8
"http://dbpedia.org/property/masterscupresult",153,11,153,1,13
"http://dbpedia.org/property/material",3231,1444,4362,1,3
"http://dbpedia.org/property/maxDepth",992,505,1005,1,1
"http://dbpedia.org/property/maxTakeoffWeightAlt",1771,1493,1798,1,1
"http://dbpedia.org/property/mayPrecipitationMm",5611,1655,5812,1,3
"http://dbpedia.org/property/maySnowDays",1345,151,1355,1,8
"http://dbpedia.org/property/mc",7075,550,10097,1,18
"http://dbpedia.org/property/melt",26,26,30,1,1
"http://dbpedia.org/property/membershipType",131,44,131,1,2
"http://dbpedia.org/property/merged",839,512,870,1,1
"http://dbpedia.org/property/merger",415,758,800,1,1
"http://dbpedia.org/property/meteorshowers",79,90,118,1,1
"http://dbpedia.org/property/mgf",22,16,24,1,1
"http://dbpedia.org/property/minister3Pfo",120,49,121,1,2
"http://dbpedia.org/property/minorForwardProduct(s)_",13,14,26,2,1
"http://dbpedia.org/property/missionDuration",1513,772,1804,1,2
"http://dbpedia.org/property/mlcts",90,90,92,1,1
"http://dbpedia.org/property/mnwLatn",8,7,8,1,1
"http://dbpedia.org/property/mode",6742,63,6750,1,107
"http://dbpedia.org/property/molecularWeight",5425,4661,5456,1,1
"http://dbpedia.org/property/momentOfInertiaFactor",1,1,1,1,1
"http://dbpedia.org/property/more",534,53,562,1,10
"http://dbpedia.org/property/mostSuccessfulClub",1270,1258,1626,1,1
"http://dbpedia.org/property/mother",13762,9510,14215,1,1
"http://dbpedia.org/property/motto",34321,32112,36824,1,1
"http://dbpedia.org/property/mp",1487,1513,1530,1,1
"http://dbpedia.org/property/mps",221,489,518,2,1
"http://dbpedia.org/property/msa",28,29,31,1,1
"http://dbpedia.org/property/municip",7,6,7,1,1
"http://dbpedia.org/property/nSearch",10,10,10,1,1
"http://dbpedia.org/property/nationalyears",56575,381,82707,1,217
"http://dbpedia.org/property/nato",26,26,26,1,1
"http://dbpedia.org/property/naturalHazards",9,9,9,1,1
"http://dbpedia.org/property/naturalResources",13,35,35,2,1
"http://dbpedia.org/property/nearNe",5315,3855,5400,1,1
"http://dbpedia.org/property/nearSe",5308,3865,5387,1,1
"http://dbpedia.org/property/nextAlbum",100540,86580,103404,1,1
"http://dbpedia.org/property/nextElection",8688,8018,8796,1,1
"http://dbpedia.org/property/nextlink",646,300,646,1,2
"http://dbpedia.org/property/niaidChemdb",119,119,119,1,1
"http://dbpedia.org/property/nickname",50872,42160,56235,1,1
"http://dbpedia.org/property/notableStudents",680,1448,1534,2,1
"http://dbpedia.org/property/novHighC",6664,659,6906,1,10
"http://dbpedia.org/property/novMaximumHumidex",199,129,200,1,1
"http://dbpedia.org/property/novPrecipitationInch",3032,653,3087,1,4
"http://dbpedia.org/property/novSnowInch",912,193,929,1,4
"http://dbpedia.org/property/numberbfstars",88,55,88,1,1
"http://dbpedia.org/property/nutsCode",84,59,85,1,1
"http://dbpedia.org/property/officialSite",227,193,227,1,1
"http://dbpedia.org/property/officialWebsite",536,466,549,1,1
"http://dbpedia.org/property/onmWii",13,11,13,1,1
"http://dbpedia.org/property/ons",40,10,40,1,4
"http://dbpedia.org/property/open",15419,4593,16139,1,3
"http://dbpedia.org/property/opensecrets",866,853,866,1,1
"http://dbpedia.org/property/orbitReference",1843,20,1845,1,92
"http://dbpedia.org/property/orbitsCompleted",279,197,280,1,1
"http://dbpedia.org/property/order",20711,6913,29992,1,4
"http://dbpedia.org/property/origLang",1454,72,1459,1,20
"http://dbpedia.org/property/originalsprache",6,5,6,1,1
"http://dbpedia.org/property/otherSymbolType",8,7,8,1,1
"http://dbpedia.org/property/otherlabel",85,77,168,1,2
"http://dbpedia.org/property/othername",5174,6202,6284,1,1
"http://dbpedia.org/property/othernames",6589,9045,10659,1,1
"http://dbpedia.org/property/othertheme",17,19,20,1,1
"http://dbpedia.org/property/outflow",4603,3615,4705,1,1
"http://dbpedia.org/property/owners",8323,4037,9326,1,2
"http://dbpedia.org/property/paddingTop",32,4,32,1,8
"http://dbpedia.org/property/parentHouse",293,217,340,1,1
"http://dbpedia.org/property/parentPeak",2550,1142,2554,1,2
"http://dbpedia.org/property/parentSymbol",15,10,15,1,1
"http://dbpedia.org/property/parliamentName",76,17,76,1,4
"http://dbpedia.org/property/parliamentNumberOfMembers",71,21,71,1,3
"http://dbpedia.org/property/partners",850,1138,1900,2,1
"http://dbpedia.org/property/partof",17397,5403,20587,1,3
"http://dbpedia.org/property/passengers",4107,2625,4172,1,1
"http://dbpedia.org/property/pastDivision",11,4,11,1,2
"http://dbpedia.org/property/pasteurised",156,21,156,1,7
"http://dbpedia.org/property/patron",1802,1069,2044,1,1
"http://dbpedia.org/property/pdbLigand",82,77,82,1,1
"http://dbpedia.org/property/penstocks",2,2,2,1,1
"http://dbpedia.org/property/periphunit",2434,75,2434,1,32
"http://dbpedia.org/property/personages",23,56,59,2,1
"http://dbpedia.org/property/phylum",223664,278,223677,1,804
"http://dbpedia.org/property/picture",2324,1760,2394,1,1
"http://dbpedia.org/property/pictureWidth",272,30,272,1,9
"http://dbpedia.org/property/pitchClasses",10,3,10,1,3
"http://dbpedia.org/property/pleochroism",405,287,416,1,1
"http://dbpedia.org/property/poleDriver",2718,668,2829,1,4
"http://dbpedia.org/property/poles",2646,124,2725,1,21
"http://dbpedia.org/property/popCommunity",978,760,978,1,1
"http://dbpedia.org/property/populationBlank2Title",20420,179,20555,1,114
"http://dbpedia.org/property/populationCensusEstimate",1,1,1,1,1
"http://dbpedia.org/property/populationDate",39902,138,39906,1,289
"http://dbpedia.org/property/populationTotalType",5,1,5,1,5
"http://dbpedia.org/property/portaldisp",254,21,254,1,12
"http://dbpedia.org/property/championDriver",303,386,398,1,1
"http://dbpedia.org/property/clubs",130231,53611,630294,4,11
"http://dbpedia.org/property/color",18269,4687,28987,1,6
"http://dbpedia.org/property/colour",7924,1258,9147,1,7
"http://dbpedia.org/property/column2Title",32,11,32,1,2
"http://dbpedia.org/property/combatant",11304,9535,26889,2,2
"http://dbpedia.org/property/commanderInChief",186,251,269,1,1
"http://dbpedia.org/property/contribution",3,3,3,1,1
"http://dbpedia.org/property/controlledby",1909,819,2332,1,2
"http://dbpedia.org/property/country1LargestCity",16,16,16,1,1
"http://dbpedia.org/property/crewList",1,3,3,3,1
"http://dbpedia.org/property/crewPhoto",280,279,281,1,1
"http://dbpedia.org/property/cruiseSpeedMain",1331,665,1344,1,2
"http://dbpedia.org/property/currentHead",210,180,234,1,1
"http://dbpedia.org/property/currentStatus",3172,262,3191,1,12
"http://dbpedia.org/property/dailyBeast",8,8,8,1,1
"http://dbpedia.org/property/damType",1703,301,1726,1,5
"http://dbpedia.org/property/dataBitWidth",8,7,8,1,1
"http://dbpedia.org/property/dateRatified",102,103,114,1,1
"http://dbpedia.org/property/dateStart",1695,738,1704,1,2
"http://dbpedia.org/property/dateType",64,31,65,1,2
"http://dbpedia.org/property/debt",201,210,224,1,1
"http://dbpedia.org/property/decisionDate",38,534,535,14,1
"http://dbpedia.org/property/deck",271,43,272,1,6
"http://dbpedia.org/property/demographic",2972,56,3437,1,61
"http://dbpedia.org/property/density",2521,1599,2544,1,1
"http://dbpedia.org/property/densityRank",8,8,8,1,1
"http://dbpedia.org/property/dependencyRatio",1,1,1,1,1
"http://dbpedia.org/property/design",3512,1640,3949,1,2
"http://dbpedia.org/property/designation",4196,536,4725,1,8
"http://dbpedia.org/property/destroyed",40,51,53,1,1
"http://dbpedia.org/property/detonation",304,214,329,1,1
"http://dbpedia.org/property/dischargeAverageImperial",52,51,52,1,1
"http://dbpedia.org/property/dischargeImperial",583,541,583,1,1
"http://dbpedia.org/property/dischargeM3/s",243,210,243,1,1
"http://dbpedia.org/property/dispersion",158,76,159,1,2
"http://dbpedia.org/property/divisionChamps",191,90,349,1,3
"http://dbpedia.org/property/dl",18,28,35,1,1
"http://dbpedia.org/property/domestCup",1003,707,1478,1,2
"http://dbpedia.org/property/dr",18,28,39,2,1
"http://dbpedia.org/property/edges",255,93,257,1,2
"http://dbpedia.org/property/en",1106,2763,3038,2,1
"http://dbpedia.org/property/ended",2461,1970,3367,1,1
"http://dbpedia.org/property/engineer",594,509,635,1,1
"http://dbpedia.org/property/englishTitle",413,408,416,1,1
"http://dbpedia.org/property/enlisted",8,7,9,1,1
"http://dbpedia.org/property/entropy",12,12,12,1,1
"http://dbpedia.org/property/equinox",309,5,310,1,62
"http://dbpedia.org/property/eraName",154,160,187,1,1
"http://dbpedia.org/property/escutcheon",655,539,670,1,1
"http://dbpedia.org/property/euseats",6,4,6,1,1
"http://dbpedia.org/property/eventPre",446,397,517,1,1
"http://dbpedia.org/property/events",9234,6661,20225,2,3
"http://dbpedia.org/property/excretion",1121,335,1183,1,3
"http://dbpedia.org/property/executiveName",122,14,122,1,8
"http://dbpedia.org/property/executiveProducer",11805,14637,24309,2,1
"http://dbpedia.org/property/expanded",1014,314,1077,1,3
"http://dbpedia.org/property/exports",217,226,228,1,1
"http://dbpedia.org/property/fdi",77,74,80,1,1
"http://dbpedia.org/property/febPercentsun",508,195,510,1,2
"http://dbpedia.org/property/febRecordLowC",3775,1025,3852,1,3
"http://dbpedia.org/property/febSnowCm",866,470,880,1,1
"http://dbpedia.org/property/feed",1894,481,2081,1,4
"http://dbpedia.org/property/fiberG",13,4,13,1,3
"http://dbpedia.org/property/firstReleaseDate",552,465,574,1,1
"http://dbpedia.org/property/firstRun",1461,761,1554,1,2
"http://dbpedia.org/property/firstcol",1,1,1,1,1
"http://dbpedia.org/property/flavor",51,51,58,1,1
"http://dbpedia.org/property/fluorescence",120,73,120,1,1
"http://dbpedia.org/property/footballManager",3,3,3,1,1
"http://dbpedia.org/property/footer",4143,5142,5923,1,1
"http://dbpedia.org/property/for",4083,1648,4115,1,2
"http://dbpedia.org/property/forceNationalMap",16,1,16,1,16
"http://dbpedia.org/property/foreignSuppliers",25,42,57,2,1
"http://dbpedia.org/property/formula",1195,1056,1225,1,1
"http://dbpedia.org/property/forwardpocket",220,511,824,3,1
"http://dbpedia.org/property/fracture",652,156,653,1,4
"http://dbpedia.org/property/frazioni",4325,4536,4631,1,1
"http://dbpedia.org/property/gaelicName",1216,1167,1217,1,1
"http://dbpedia.org/property/gemstone",26,22,26,1,1
"http://dbpedia.org/property/genreHeader",141,14,142,1,10
"http://dbpedia.org/property/genusAuthority",52263,23623,52916,1,2
